Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
442,Pascal Siakam,PF,28,TOR,71,2652,20.3,0.565,0.219,0.361,5.2,19.6,11.9,24.9,1.2,1.3,10,27.2,5.2,2.6,7.8,0.141,3.3,-0.1,3.1,3.4
443,Chris Silva,PF,26,DAL,1,3,-2.2,1,0,0,0,0,0,0,0,0,50,30.1,0,0,0,-0.26,-22.5,-0.1,-22.6,0
444,Ben Simmons,PG,26,BRK,42,1105,13.4,0.559,0.009,0.243,4.2,22.2,13.4,31.3,2.4,1.9,27.2,14.3,0.5,1.7,2.2,0.097,-2.2,2.6,0.4,0.7
445,Kobi Simmons,SG,25,CHO,5,28,9,0.363,0.833,0.333,3.7,11.7,7.6,21.8,0,6.2,12.7,11.8,0,0,0,0.019,-1,0.1,-0.9,0
446,Marko Simonovic,C,23,CHI,7,20,-0.1,0.381,0.571,0.286,5.8,5.6,5.7,0,0,0,0,17.4,0,0,0,-0.052,-10.5,-3.8,-14.4,-0.1
447,Anfernee Simons,SG,23,POR,62,2171,14.8,0.581,0.538,0.171,0.9,7.6,4.3,18.6,0.9,0.6,10.2,25.1,2.1,0.3,2.5,0.054,1.3,-2.5,-1.1,0.5
448,Jericho Sims,C,24,NYK,52,812,13.8,0.78,0.009,0.15,13.3,19.4,16.4,4,0.9,3.2,19.1,7.4,1.6,0.9,2.6,0.153,-1,0.5,-0.5,0.3
449,Marcus Smart,PG,28,BOS,61,1957,12.1,0.538,0.568,0.196,2.6,8,5.3,26.4,2.3,1,17.9,17.8,1,2.7,3.7,0.092,-1.8,0.8,-1,0.5
450,Dennis Smith Jr.,PG,25,CHO,54,1390,11.6,0.475,0.246,0.235,2,11,6.4,26.1,2.6,1.6,14.1,17.6,-0.4,1.5,1.1,0.039,-3.5,1.2,-2.2,-0.1
451,Dru Smith,SG,25,TOT,15,158,11.4,0.475,0.422,0.067,1.4,15.9,8.7,19.3,3.1,2.5,6.1,13.8,0.1,0.3,0.3,0.099,-3.8,2.9,-0.9,0
451,Dru Smith,SG,25,MIA,5,67,7.1,0.393,0.429,0,1.7,14.5,7.9,10.1,3,4.6,6.7,9.9,0,0.1,0.1,0.053,-6.3,3.1,-3.1,0
451,Dru Smith,SG,25,BRK,10,91,14.6,0.511,0.419,0.097,1.3,16.9,9.3,26,3.2,0.9,5.8,16.7,0.1,0.1,0.3,0.132,-2.1,2.7,0.7,0.1
452,Ish Smith,PG,34,DEN,43,398,6.5,0.407,0.092,0.031,1.5,13.8,7.8,32.5,1,1.6,24.9,19.3,-0.8,0.4,-0.5,-0.056,-5.5,-1.1,-6.6,-0.5
453,Jabari Smith Jr.,PF,19,HOU,79,2451,11.2,0.514,0.438,0.231,5.4,20.3,12.7,5.9,0.9,3,9.6,18.4,0.5,1.4,1.9,0.037,-2.3,-1.3,-3.7,-1.1
454,Jalen Smith,C,22,IND,68,1279,15.9,0.565,0.376,0.27,11.2,22.9,17.1,7.6,0.8,4,11.2,21,1.1,1.1,2.3,0.085,-0.9,-1.1,-2.1,0
455,Xavier Sneed,SF,25,CHO,4,48,9.5,0.723,0.6,0.4,0,11.3,5.6,13.9,0,1.8,20.3,12.9,0.1,0,0.1,0.086,-3.1,-0.4,-3.6,0
456,Jeremy Sochan,PF,19,SAS,56,1458,11.4,0.509,0.243,0.21,6.9,15.6,11,13.6,1.4,1.3,13.9,19.8,-0.5,0.7,0.2,0.005,-2.8,-1.2,-4,-0.7
457,Jaden Springer,SG,20,PHI,16,89,17.2,0.545,0.143,0.229,8.1,10.4,9.3,13.8,3.9,3.1,7.2,20.8,0.1,0.2,0.3,0.145,-2.6,2.9,0.3,0.1
458,Lamar Stevens,SF,25,CLE,62,1120,9.5,0.524,0.33,0.198,5,16.7,10.9,4,1.2,1.6,7.9,13.6,0.3,1.6,1.9,0.08,-3,0.2,-2.8,-0.2
459,Isaiah Stewart,C,21,DET,50,1414,13.1,0.56,0.465,0.338,8.7,23.3,15.8,7.3,0.7,2.1,11.8,17.3,1.1,0.9,2,0.068,-1,-1.1,-2.1,0
460,Max Strus,SF,26,MIA,80,2272,10.8,0.557,0.713,0.113,2.4,11.2,6.7,11.2,0.9,0.5,7.8,17.6,1.5,1.9,3.4,0.071,-0.8,-0.9,-1.7,0.2
461,Jalen Suggs,SG,21,ORL,53,1246,12.5,0.528,0.455,0.268,5,9.6,7.3,18,2.6,2.1,15.9,20.3,-0.2,1.5,1.4,0.053,-1.8,0.8,-1,0.3
462,Edmond Sumner,SG,27,BRK,53,736,14,0.597,0.323,0.401,2,9.9,6,13.3,2.1,1.2,13.6,22.1,0.6,0.7,1.3,0.086,-2.4,-0.2,-2.6,-0.1
463,Cole Swider,SF,23,LAL,7,41,7.4,0.5,0.889,0,2.7,15.2,9.1,12,0,0,0,9.3,0,0,0.1,0.08,-2.9,-0.5,-3.4,0
464,Jae'Sean Tate,SF,27,HOU,31,677,12.2,0.546,0.201,0.301,6.6,12.6,9.6,18.2,1.5,1,15.3,18.8,0.4,0.3,0.7,0.049,-2.8,-0.7,-3.5,-0.3
465,Jayson Tatum,SF,24,BOS,74,2732,23.7,0.607,0.44,0.399,3.2,22.5,13,20.9,1.4,1.6,10.4,32.7,6.2,4.3,10.5,0.185,4.8,0.7,5.5,5.1
466,Terry Taylor,PF,23,TOT,31,264,11,0.557,0.253,0.147,11.4,8.4,9.9,5.1,0.5,2,10.1,14.2,0.2,0.1,0.3,0.054,-2.3,-1.8,-4.1,-0.1
466,Terry Taylor,PF,23,IND,26,228,8.8,0.507,0.277,0.108,10.7,8.3,9.5,5.9,0.6,1.9,11.7,14.2,0,0.1,0.1,0.021,-3.4,-1.9,-5.3,-0.2
466,Terry Taylor,PF,23,CHI,5,36,25,0.85,0.1,0.4,16,9.3,12.6,0,0,2.7,0,14.5,0.2,0,0.2,0.262,4.6,-0.9,3.7,0.1
467,Garrett Temple,SG,36,NOP,25,162,10.5,0.535,0.578,0.089,3.5,8.4,5.9,10.6,2.7,1.2,7.9,13.4,0.1,0.2,0.3,0.094,-2.5,1.6,-1,0
468,Dalen Terry,SG,20,CHI,38,214,14.1,0.523,0.375,0.292,6.5,13,9.8,14.1,2.5,2.3,9,18.4,0.1,0.3,0.5,0.105,-1.7,1.7,0,0.1
469,Daniel Theis,C,30,IND,7,109,14.2,0.497,0.25,0.273,7.1,15.2,11.2,12.2,0.9,4.7,5.7,20.1,0,0.1,0.1,0.046,-0.9,-0.5,-1.4,0
470,Cam Thomas,SG,21,BRK,57,948,14.7,0.567,0.292,0.382,1,10.1,5.6,12.7,1,0.6,10.6,27.8,0.3,0.7,1,0.049,-0.7,-2,-2.7,-0.2
471,Klay Thompson,SF,32,GSW,69,2279,14.7,0.576,0.584,0.105,1.9,11.7,6.9,11,1,1.1,8.6,26.4,1.2,1.9,3.1,0.066,1.5,-1.7,-0.3,1
472,JT Thor,PF,20,CHO,69,969,7,0.506,0.517,0.197,3.9,13,8.4,4.9,1.1,2.1,14.5,13.1,-0.6,0.8,0.2,0.009,-4.3,-0.4,-4.7,-0.7
473,Matisse Thybulle,SF-SG,25,TOT,71,1200,10.5,0.552,0.585,0.111,3.9,9.7,6.8,5.9,3.4,2.4,8.3,10.6,0.6,1.5,2.1,0.086,-2.7,2.2,-0.5,0.4
473,Matisse Thybulle,SF,25,PHI,49,591,10,0.536,0.543,0.103,4.1,8.5,6.3,5.1,3.8,2.2,6.2,9.8,0.3,0.9,1.3,0.102,-3.2,3.3,0.1,0.3
473,Matisse Thybulle,SG,25,POR,22,609,11,0.566,0.62,0.117,3.7,10.8,7.3,6.6,3,2.6,10,11.4,0.3,0.6,0.9,0.07,-2.2,1.1,-1.2,0.1
474,Xavier Tillman Sr.,C,24,MEM,61,1180,17.3,0.621,0.049,0.291,10.9,16.7,13.8,10.9,2.3,2.2,11.3,13.7,2.3,1.9,4.2,0.171,0.3,1.7,1.9,1.2
475,Isaiah Todd,PF,21,WAS,6,61,-1,0.226,0.526,0.105,3.8,17.6,10.9,7.9,0.8,0,9.1,15.6,-0.2,0,-0.2,-0.147,-10.3,-3.9,-14.2,-0.2
476,Obi Toppin,PF,24,NYK,67,1050,13.6,0.565,0.589,0.112,3,16.6,9.8,9.2,1.1,1.1,8,19.5,1.1,1,2.1,0.095,0.3,-0.8,-0.5,0.4
477,Juan Toscano-Anderson,SF,29,TOT,52,700,7.2,0.505,0.301,0.168,4.4,14.4,9.5,11.8,1.1,1.2,18.1,11.3,-0.1,0.6,0.5,0.038,-4.6,0.8,-3.8,-0.3
477,Juan Toscano-Anderson,SF,29,LAL,30,365,7.5,0.558,0.303,0.227,4.3,13.3,8.9,8.6,1.3,1.6,19,10.4,0,0.4,0.4,0.055,-4.6,1.2,-3.4,-0.1
477,Juan Toscano-Anderson,SF,29,UTA,22,335,6.9,0.457,0.299,0.117,4.6,15.6,10.2,15.2,0.9,0.8,17.4,12.2,-0.1,0.2,0.1,0.019,-4.7,0.4,-4.3,-0.2
478,Karl-Anthony Towns,PF,27,MIN,29,957,18.8,0.618,0.383,0.315,5.7,21.6,13.8,22,1,1.5,15,25.6,1.5,1.1,2.7,0.133,2.1,0.9,3,1.2
479,Gary Trent Jr.,SG,24,TOR,66,2118,15,0.56,0.481,0.219,1.5,8.2,4.6,7.4,2.4,0.6,5.1,21.7,2.5,2,4.5,0.102,0.2,0,0.2,1.2
480,P.J. Tucker,PF,37,PHI,75,1920,5.7,0.566,0.622,0.102,5.9,12.1,9.1,3.9,1,0.7,15.8,6.5,0.9,1.7,2.5,0.064,-3.2,0.2,-3,-0.5
481,Myles Turner,C,26,IND,62,1825,20,0.651,0.34,0.377,5.4,22.9,14.2,7.5,0.9,6.6,10.8,22,3.4,2,5.4,0.142,1.4,0.7,2.1,1.9
482,Stanley Umude,SG,23,DET,1,2,65.6,0.532,1,2,0,0,0,0,24.2,44.1,0,40,0,0,0,0.626,15.9,32.7,48.6,0
483,Jonas Valančiūnas,C,30,NOP,79,1968,19.3,0.61,0.134,0.275,13,33.3,23.1,11.1,0.5,2.5,14.8,23.4,2.8,3,5.8,0.142,0,-0.4,-0.4,0.8
484,Jarred Vanderbilt,PF,23,TOT,78,1879,15.1,0.604,0.2,0.308,10,23.2,16.7,13.1,2.1,0.9,15.9,13.6,2.7,2.5,5.2,0.132,-0.6,1.6,1.1,1.5
484,Jarred Vanderbilt,PF,23,UTA,52,1254,16,0.607,0.183,0.328,10.6,24.5,17.6,15.3,2,1,16,14.1,2.1,1.6,3.6,0.139,0,1.5,1.5,1.1
484,Jarred Vanderbilt,PF,23,LAL,26,625,13.2,0.598,0.236,0.264,8.7,20.6,14.8,8.8,2.3,0.8,15.7,12.5,0.6,0.9,1.5,0.118,-1.7,1.9,0.2,0.4
485,Fred VanVleet,PG,28,TOR,69,2535,17,0.54,0.545,0.254,1.2,12,6.3,28.1,2.4,1.5,10.2,23.2,3.7,2.8,6.5,0.123,2,0.5,2.5,2.9
486,Devin Vassell,SG,22,SAS,38,1178,15.5,0.55,0.447,0.168,0.7,13.5,6.9,17.3,1.7,1.2,8.2,24.4,0.7,0.5,1.2,0.051,1.3,-0.9,0.4,0.7
487,Gabe Vincent,PG,26,MIA,68,1759,9,0.533,0.617,0.138,1.7,8.1,4.8,13.9,1.8,0.3,13.3,17.5,-0.3,1.7,1.4,0.038,-3.1,-0.3,-3.4,-0.6
488,Noah Vonleh,C,27,BOS,23,171,5.9,0.502,0.167,0.083,11.7,18.8,15.3,5.1,0.6,4,30.7,9.2,0,0.3,0.2,0.06,-7,0.7,-6.3,-0.2
489,Nikola Vučević,C,32,CHI,82,2746,19.1,0.594,0.302,0.138,6.7,30.2,18.6,14.6,1.1,2,10.2,21.9,3.9,4.4,8.3,0.145,1.9,0.7,2.7,3.2
490,Dean Wade,PF,26,CLE,44,891,8.5,0.55,0.718,0.13,2.6,17.2,9.9,5.4,1.6,2.2,8.3,10.2,0.4,1.4,1.8,0.097,-2.9,2.1,-0.7,0.3
491,Franz Wagner,SF,21,ORL,80,2609,15.9,0.589,0.322,0.288,3,11.2,7.1,17.2,1.4,0.6,11.7,23.5,3.1,2.3,5.4,0.099,0.4,-0.5,-0.1,1.3
492,Moritz Wagner,C,25,ORL,57,1109,17.4,0.63,0.412,0.46,7,19.4,13.2,11.5,1.6,1.1,12.5,21.1,2.1,1.3,3.4,0.149,0.4,0.2,0.6,0.7
493,Ish Wainright,SF,28,PHO,60,915,9.2,0.522,0.762,0.137,5.3,11.6,8.4,7.4,2,2.2,8.4,12.2,0.5,1.2,1.7,0.089,-2.7,1.5,-1.2,0.2
494,Jabari Walker,SF,20,POR,56,619,9.6,0.496,0.283,0.227,8.8,15.5,12.2,7.8,0.8,1.9,11.8,17.3,-0.1,0.3,0.2,0.015,-3.9,-2.1,-6.1,-0.6
495,Kemba Walker,PG,32,DAL,9,144,15,0.543,0.491,0.368,2.4,10.6,6.5,20.1,0.7,1.2,5.7,22.1,0.2,0.1,0.3,0.098,0.3,-0.6,-0.3,0.1
496,Lonnie Walker IV,SG,24,LAL,56,1297,12.2,0.57,0.472,0.201,1.2,7.6,4.5,7,1.1,1.1,7.4,20.2,0.8,1,1.8,0.066,-0.9,-0.5,-1.4,0.2
497,John Wall,PG,32,LAC,34,755,13.6,0.498,0.322,0.334,2.1,11.4,6.8,35.3,1.8,1.4,17.1,27,-0.4,0.7,0.3,0.02,-0.8,-0.4,-1.2,0.1
498,T.J. Warren,PF-SF,29,TOT,42,687,13.5,0.55,0.248,0.13,4.2,15.4,9.8,8.7,1.6,1.5,6.5,19.5,0.4,0.8,1.2,0.081,-1.7,-0.2,-2,0
498,T.J. Warren,PF,29,BRK,26,490,14.3,0.576,0.24,0.165,3.1,13.2,8.3,9.1,1.5,1.2,7.3,20.9,0.3,0.5,0.8,0.081,-1.4,-0.6,-2,0
498,T.J. Warren,SF,29,PHO,16,197,11.6,0.473,0.271,0.029,7.2,20.7,13.8,7.7,1.7,2.3,4.1,16,0,0.3,0.3,0.08,-2.5,0.6,-1.9,0
499,Duane Washington Jr.,SG,22,PHO,31,394,9.3,0.458,0.434,0.094,0.6,9.8,5.1,25.2,0.7,0.9,11.3,32.5,-0.8,0.3,-0.5,-0.065,-1.8,-2.8,-4.6,-0.3
500,P.J. Washington,PF,24,CHO,73,2380,12.9,0.542,0.438,0.178,3.2,13,8,11,1.3,2.9,9.4,20.6,0.4,2.2,2.6,0.052,-1,-0.3,-1.3,0.4
501,TyTy Washington Jr.,PG,21,HOU,31,433,7.5,0.432,0.5,0.113,0.5,11,5.7,15.3,1.7,0.5,7.7,17.4,-0.3,0.1,-0.1,-0.016,-5,-1.3,-6.3,-0.5
502,Yuta Watanabe,SF,28,BRK,58,928,12.1,0.637,0.582,0.203,3.7,13.1,8.5,7,1.3,1.6,8,13.1,1.3,0.9,2.1,0.111,-0.4,-0.2,-0.6,0.3
503,Lindy Waters III,SG,25,OKC,41,531,11.8,0.573,0.91,0.112,3.2,12.2,7.6,7,1.3,1.9,5.1,15.5,0.6,0.5,1.1,0.101,0.5,-0.4,0.1,0.3
504,Trendon Watford,PF,22,POR,62,1182,13.6,0.625,0.198,0.31,4.1,19.2,11.6,16,1.3,0.9,16.2,16.1,1.3,0.7,2.1,0.084,-1.4,-0.4,-1.8,0.1
505,Peyton Watson,SG,20,DEN,23,186,12.8,0.553,0.237,0.339,5.1,17.4,11.4,7.9,0.5,5.2,10.6,17.7,0.1,0.2,0.3,0.073,-2.7,-0.1,-2.8,0
506,Blake Wesley,SG,19,SAS,37,669,3.5,0.393,0.242,0.205,1.7,11.9,6.6,18.8,1.8,0.6,21.7,18.5,-1.9,0.3,-1.6,-0.114,-7.9,-1.8,-9.6,-1.3
507,Russell Westbrook,PG,34,TOT,73,2126,16.1,0.513,0.289,0.317,4.7,16.5,10.8,38.6,1.7,1.3,18.4,27.7,-0.6,2.6,1.9,0.044,0.3,-0.1,0.2,1.2
507,Russell Westbrook,PG,34,LAL,52,1491,15.3,0.496,0.292,0.326,4.4,18.2,11.5,38.5,1.7,1.3,18.1,28.8,-1.2,1.9,0.7,0.023,-0.2,0.1,-0.1,0.7
507,Russell Westbrook,PG,34,LAC,21,635,17.8,0.562,0.279,0.29,5.4,12.6,9,38.9,1.8,1.4,19.4,25.2,0.6,0.7,1.2,0.092,1.6,-0.8,0.8,0.5
508,Coby White,SG,22,CHI,74,1730,12.5,0.572,0.579,0.118,1.1,12.6,6.9,16.3,1.5,0.3,10.6,17.9,1.2,1.9,3.1,0.087,-1,0.2,-0.8,0.5
509,Derrick White,SG,28,BOS,82,2319,15.4,0.604,0.516,0.253,2.5,11.2,6.9,19.4,1.1,2.8,10.1,17.7,4.4,3.1,7.4,0.154,1.1,1.3,2.4,2.6
510,Jack White,SF,25,DEN,17,66,12.6,0.517,0.474,0.158,10.7,18.6,14.8,7.7,2.2,2.7,9,14.7,0.1,0.1,0.1,0.108,-2.6,0.7,-1.9,0
511,Joe Wieskamp,SF,23,TOR,9,50,-0.4,0.321,0.857,0,0,9.8,4.5,7.4,0,0,6.7,12.8,-0.1,0,-0.1,-0.076,-7,-3.6,-10.6,-0.1
512,Aaron Wiggins,SG,24,OKC,70,1297,12.2,0.607,0.336,0.196,5.5,12,8.7,8.3,1.4,1.1,12.2,14.5,1.4,1.2,2.6,0.097,-1.5,-0.5,-2.1,0
513,Andrew Wiggins,SF,27,GSW,37,1190,14.7,0.564,0.425,0.136,5.7,11.3,8.6,10.5,1.8,2.1,7.9,21.5,1,1.3,2.3,0.091,-0.1,-0.4,-0.5,0.5
514,Lindell Wigginton,PG,24,MIL,7,87,11.8,0.61,0.486,0.243,0,8.1,4.2,23.8,0,1.9,22.7,25.6,0,0.1,0.1,0.028,-3.1,-3.6,-6.7,-0.1
515,Alondes Williams,SG,23,BRK,1,5,-20.9,,,,0,22,11.2,0,0,0,100,17.7,-0.1,0,-0.1,-0.517,-21.3,-5.2,-26.5,0
516,Donovan Williams,SG,21,ATL,2,4,14.5,0.4,0.4,0,0,55.4,27.4,0,0,0,0,52.5,0,0,0,-0.225,-9.1,-6.1,-15.2,0
517,Grant Williams,PF,24,BOS,79,2045,10.3,0.605,0.611,0.256,4.7,14.5,9.7,8.4,1,1.3,13.4,13.1,1.9,2.6,4.4,0.104,-1.8,0.7,-1.1,0.5
518,Jalen Williams,SG,21,OKC,75,2276,15.6,0.601,0.258,0.241,3.9,12.2,7.9,15.4,2.1,1.4,12.3,18.4,3,2.6,5.6,0.119,-0.4,0.7,0.3,1.3
519,Jaylin Williams,C,20,OKC,49,914,11.2,0.559,0.483,0.231,5.1,23.6,14.1,10.7,1.5,1.2,12.6,13.5,0.7,1.2,1.9,0.099,-2.3,0.6,-1.7,0.1
520,Jeenathan Williams,SG,23,POR,5,127,15.5,0.657,0.205,0.077,9,4.6,6.8,12.1,1.2,1.4,9,15.2,0.3,0,0.3,0.12,-1,-2.1,-3,0
521,Kenrich Williams,PF,28,OKC,53,1206,14.4,0.585,0.387,0.113,8.5,14.9,11.6,11.7,1.8,1.1,8.1,13.7,2,1.3,3.3,0.133,0.1,0.4,0.5,0.8
522,Mark Williams,C,21,CHO,43,828,19.8,0.659,0,0.386,11.7,27.7,19.6,3.3,1.6,4.7,12,17,1.5,1.3,2.8,0.163,-0.5,0.6,0.1,0.4
523,Patrick Williams,PF,21,CHI,82,2323,11.2,0.576,0.409,0.155,3.9,12,8,5.8,1.5,2.9,12.3,15.7,0.5,3,3.5,0.072,-1.7,0.4,-1.3,0.4
524,Robert Williams,C,25,BOS,35,824,19.8,0.742,0.006,0.241,14,24.5,19.3,8.5,1.3,5,15.3,11.8,2.3,1.6,3.8,0.224,1,2.4,3.3,1.1
525,Vince Williams Jr.,SG,22,MEM,15,105,3.9,0.367,0.7,0.05,4,11.1,7.6,4.8,2.7,1.7,10.9,18.1,-0.3,0.2,-0.1,-0.049,-8.3,-0.2,-8.5,-0.2
526,Ziaire Williams,SF,21,MEM,37,561,7.4,0.511,0.495,0.112,3,11.9,7.5,8.2,1.2,1,15.2,18,-0.5,0.6,0.1,0.011,-4.7,-0.8,-5.6,-0.5
527,Zion Williamson,PF,22,NOP,29,956,25.2,0.652,0.041,0.529,6.9,17,12,24.4,1.6,1.6,14.6,30.4,2.3,1.2,3.6,0.18,4.8,1,5.8,1.9
528,Dylan Windler,SF,26,CLE,3,10,19,0.833,0.667,0,0,0,0,15.2,5,0,25,17.9,0,0,0,0.149,3.2,3.5,6.7,0
529,Justise Winslow,PF,26,POR,29,776,9.3,0.466,0.227,0.141,7.2,14.3,10.7,17.2,1.9,1.3,17,14.2,-0.1,0.5,0.4,0.022,-3.4,0.6,-2.8,-0.2
530,James Wiseman,C,21,TOT,45,867,15.6,0.589,0.059,0.286,9.2,25.2,17,5.5,0.4,2.7,11.8,21.2,0.7,0.7,1.4,0.077,-2.1,-1.4,-3.5,-0.3
530,James Wiseman,C,21,GSW,21,262,17.1,0.655,0.021,0.404,7.7,22.7,15.3,8,0.5,2.4,11.2,20,0.5,0.3,0.8,0.144,-1.3,-0.5,-1.7,0
530,James Wiseman,C,21,DET,24,605,15,0.563,0.073,0.241,9.8,26.3,17.8,4.4,0.3,2.9,12,21.7,0.2,0.4,0.6,0.049,-2.5,-1.8,-4.3,-0.4
531,Christian Wood,C,27,DAL,67,1738,20.6,0.624,0.363,0.365,5.8,27.4,16.4,11.7,0.9,3.7,11.9,26.4,2.7,2.1,4.8,0.132,1.9,-0.3,1.7,1.6
532,Delon Wright,PG,30,WAS,50,1221,16.3,0.581,0.409,0.206,5.5,10.7,8.2,20.9,3.7,1.2,12.2,12.9,2.1,1.6,3.7,0.146,0.4,3.1,3.4,1.7
533,McKinley Wright IV,PG,24,DAL,27,335,12.4,0.536,0.286,0.194,3.1,13.4,8.2,25.2,1.2,1.3,15.2,16.9,0.2,0.2,0.5,0.069,-1.9,-0.8,-2.7,-0.1
534,Gabe York,SG,29,IND,3,56,11.8,0.548,0.857,0.095,0,11.9,5.9,12.3,1.7,0,0,16.4,0.1,0,0.1,0.091,-1.7,-1.8,-3.5,0
535,Thaddeus Young,PF,34,TOR,54,795,14.1,0.573,0.172,0.131,9.4,14.6,11.8,12.9,3.4,0.6,16.7,13.5,0.7,1.1,1.8,0.109,-1.8,1.9,0.1,0.4
536,Trae Young,PG,24,ATL,73,2541,22,0.573,0.331,0.46,2.4,7,4.7,42.5,1.5,0.3,15.2,32.6,5.3,1.4,6.7,0.126,5.3,-2,3.3,3.4
537,Omer Yurtseven,C,24,MIA,9,83,16.7,0.675,0.259,0.222,10.9,21.9,16.2,3.9,1.2,2.5,11.9,18,0.2,0.1,0.3,0.159,-2.5,-1.5,-3.9,0
538,Cody Zeller,C,30,MIA,15,217,16.4,0.659,0.034,0.593,13,21.8,17.3,7.2,0.7,1.9,15.8,18.1,0.4,0.3,0.7,0.147,-2,-0.7,-2.8,0
539,Ivica Zubac,C,25,LAC,76,2170,16.7,0.661,0.004,0.463,12.3,26.5,19.5,5.1,0.7,4,15.9,14.8,3.8,2.9,6.7,0.149,-1.1,0.2,-0.9,0.6